pair_id,variant_id,paper_id,benchmark,base_method,variant_method,variant_label,dataset,main_score,variant_score,delta,description,source
2305.09836|ReBRAC|actor_penalty=off (beta1=0)|hopper-random,2305.09836|ReBRAC|actor_penalty=off (beta1=0),2305.09836,d4rl,ReBRAC,ReBRAC,actor_penalty=off (beta1=0),hopper-random,8.1,7.5,-0.6,"variant: actor_penalty=off (beta1=0); conditions: {""beta1_actor_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta2_critic_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o actor penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 34 vs main Table 2
2305.09836|ReBRAC|actor_penalty=off (beta1=0)|hopper-medium,2305.09836|ReBRAC|actor_penalty=off (beta1=0),2305.09836,d4rl,ReBRAC,ReBRAC,actor_penalty=off (beta1=0),hopper-medium,102.0,1.7,-100.3,"variant: actor_penalty=off (beta1=0); conditions: {""beta1_actor_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta2_critic_penalty"": ""0.001""}; notes: Appendix G ablation row 'ReBRAC w/o actor penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 34 vs main Table 2
2305.09836|ReBRAC|actor_penalty=off (beta1=0)|hopper-expert,2305.09836|ReBRAC|actor_penalty=off (beta1=0),2305.09836,d4rl,ReBRAC,ReBRAC,actor_penalty=off (beta1=0),hopper-expert,100.1,1.1,-99.0,"variant: actor_penalty=off (beta1=0); conditions: {""beta1_actor_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta2_critic_penalty"": ""0.001""}; notes: Appendix G ablation row 'ReBRAC w/o actor penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 34 vs main Table 2
2305.09836|ReBRAC|actor_penalty=off (beta1=0)|hopper-medium-expert,2305.09836|ReBRAC|actor_penalty=off (beta1=0),2305.09836,d4rl,ReBRAC,ReBRAC,actor_penalty=off (beta1=0),hopper-medium-expert,107.0,1.6,-105.4,"variant: actor_penalty=off (beta1=0); conditions: {""beta1_actor_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta2_critic_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o actor penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 34 vs main Table 2
2305.09836|ReBRAC|actor_penalty=off (beta1=0)|hopper-medium-replay,2305.09836|ReBRAC|actor_penalty=off (beta1=0),2305.09836,d4rl,ReBRAC,ReBRAC,actor_penalty=off (beta1=0),hopper-medium-replay,98.1,24.4,-73.7,"variant: actor_penalty=off (beta1=0); conditions: {""beta1_actor_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta2_critic_penalty"": ""0.5""}; notes: Appendix G ablation row 'ReBRAC w/o actor penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 34 vs main Table 2
2305.09836|ReBRAC|actor_penalty=off (beta1=0)|hopper-full-replay,2305.09836|ReBRAC|actor_penalty=off (beta1=0),2305.09836,d4rl,ReBRAC,ReBRAC,actor_penalty=off (beta1=0),hopper-full-replay,107.1,27.7,-79.4,"variant: actor_penalty=off (beta1=0); conditions: {""beta1_actor_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta2_critic_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o actor penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 34 vs main Table 2
2305.09836|ReBRAC|critic_penalty=off (beta2=0)|hopper-random,2305.09836|ReBRAC|critic_penalty=off (beta2=0),2305.09836,d4rl,ReBRAC,ReBRAC,critic_penalty=off (beta2=0),hopper-random,8.1,7.4,-0.7,"variant: critic_penalty=off (beta2=0); conditions: {""beta2_critic_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.001""}; notes: Appendix G ablation row 'ReBRAC w/o critic penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 34 vs main Table 2
2305.09836|ReBRAC|critic_penalty=off (beta2=0)|hopper-medium,2305.09836|ReBRAC|critic_penalty=off (beta2=0),2305.09836,d4rl,ReBRAC,ReBRAC,critic_penalty=off (beta2=0),hopper-medium,102.0,102.3,0.3,"variant: critic_penalty=off (beta2=0); conditions: {""beta2_critic_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o critic penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 34 vs main Table 2
2305.09836|ReBRAC|critic_penalty=off (beta2=0)|hopper-expert,2305.09836|ReBRAC|critic_penalty=off (beta2=0),2305.09836,d4rl,ReBRAC,ReBRAC,critic_penalty=off (beta2=0),hopper-expert,100.1,103.4,3.3,"variant: critic_penalty=off (beta2=0); conditions: {""beta2_critic_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.1""}; notes: Appendix G ablation row 'ReBRAC w/o critic penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 34 vs main Table 2
2305.09836|ReBRAC|critic_penalty=off (beta2=0)|hopper-medium-expert,2305.09836|ReBRAC|critic_penalty=off (beta2=0),2305.09836,d4rl,ReBRAC,ReBRAC,critic_penalty=off (beta2=0),hopper-medium-expert,107.0,111.2,4.2,"variant: critic_penalty=off (beta2=0); conditions: {""beta2_critic_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.1""}; notes: Appendix G ablation row 'ReBRAC w/o critic penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 34 vs main Table 2
2305.09836|ReBRAC|critic_penalty=off (beta2=0)|hopper-medium-replay,2305.09836|ReBRAC|critic_penalty=off (beta2=0),2305.09836,d4rl,ReBRAC,ReBRAC,critic_penalty=off (beta2=0),hopper-medium-replay,98.1,83.1,-15.0,"variant: critic_penalty=off (beta2=0); conditions: {""beta2_critic_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.05""}; notes: Appendix G ablation row 'ReBRAC w/o critic penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 34 vs main Table 2
2305.09836|ReBRAC|critic_penalty=off (beta2=0)|hopper-full-replay,2305.09836|ReBRAC|critic_penalty=off (beta2=0),2305.09836,d4rl,ReBRAC,ReBRAC,critic_penalty=off (beta2=0),hopper-full-replay,107.1,107.5,0.4,"variant: critic_penalty=off (beta2=0); conditions: {""beta2_critic_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o critic penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 34 vs main Table 2
2305.09836|ReBRAC|batch_size=256 (w/o large batch)|hopper-random,2305.09836|ReBRAC|batch_size=256 (w/o large batch),2305.09836,d4rl,ReBRAC,ReBRAC,batch_size=256 (w/o large batch),hopper-random,8.1,8.6,0.5,"variant: batch_size=256 (w/o large batch); conditions: {""batch_size"": ""256"", ""layernorm"": ""true (critic)"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.001"", ""beta2_critic_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o large batch'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 34 vs main Table 2
2305.09836|ReBRAC|batch_size=256 (w/o large batch)|hopper-medium,2305.09836|ReBRAC|batch_size=256 (w/o large batch),2305.09836,d4rl,ReBRAC,ReBRAC,batch_size=256 (w/o large batch),hopper-medium,102.0,98.9,-3.1,"variant: batch_size=256 (w/o large batch); conditions: {""batch_size"": ""256"", ""layernorm"": ""true (critic)"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.01"", ""beta2_critic_penalty"": ""0.001""}; notes: Appendix G ablation row 'ReBRAC w/o large batch'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 34 vs main Table 2
2305.09836|ReBRAC|batch_size=256 (w/o large batch)|hopper-expert,2305.09836|ReBRAC|batch_size=256 (w/o large batch),2305.09836,d4rl,ReBRAC,ReBRAC,batch_size=256 (w/o large batch),hopper-expert,100.1,98.8,-1.3,"variant: batch_size=256 (w/o large batch); conditions: {""batch_size"": ""256"", ""layernorm"": ""true (critic)"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.1"", ""beta2_critic_penalty"": ""0.001""}; notes: Appendix G ablation row 'ReBRAC w/o large batch'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 34 vs main Table 2
2305.09836|ReBRAC|batch_size=256 (w/o large batch)|hopper-medium-expert,2305.09836|ReBRAC|batch_size=256 (w/o large batch),2305.09836,d4rl,ReBRAC,ReBRAC,batch_size=256 (w/o large batch),hopper-medium-expert,107.0,107.8,0.8,"variant: batch_size=256 (w/o large batch); conditions: {""batch_size"": ""256"", ""layernorm"": ""true (critic)"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.1"", ""beta2_critic_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o large batch'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 34 vs main Table 2
2305.09836|ReBRAC|batch_size=256 (w/o large batch)|hopper-medium-replay,2305.09836|ReBRAC|batch_size=256 (w/o large batch),2305.09836,d4rl,ReBRAC,ReBRAC,batch_size=256 (w/o large batch),hopper-medium-replay,98.1,96.2,-1.9,"variant: batch_size=256 (w/o large batch); conditions: {""batch_size"": ""256"", ""layernorm"": ""true (critic)"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.05"", ""beta2_critic_penalty"": ""0.5""}; notes: Appendix G ablation row 'ReBRAC w/o large batch'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 34 vs main Table 2
2305.09836|ReBRAC|batch_size=256 (w/o large batch)|hopper-full-replay,2305.09836|ReBRAC|batch_size=256 (w/o large batch),2305.09836,d4rl,ReBRAC,ReBRAC,batch_size=256 (w/o large batch),hopper-full-replay,107.1,106.6,-0.5,"variant: batch_size=256 (w/o large batch); conditions: {""batch_size"": ""256"", ""layernorm"": ""true (critic)"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.01"", ""beta2_critic_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o large batch'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 34 vs main Table 2
2305.09836|ReBRAC|layernorm=off|walker2d-random,2305.09836|ReBRAC|layernorm=off,2305.09836,d4rl,ReBRAC,ReBRAC,layernorm=off,walker2d-random,18.4,1.3,-17.1,"variant: layernorm=off; conditions: {""layernorm"": ""false"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.01"", ""beta2_critic_penalty"": ""0.0""}; notes: Appendix G ablation row 'ReBRAC w/o LN'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|layernorm=off|walker2d-medium,2305.09836|ReBRAC|layernorm=off,2305.09836,d4rl,ReBRAC,ReBRAC,layernorm=off,walker2d-medium,82.5,84.3,1.8,"variant: layernorm=off; conditions: {""layernorm"": ""false"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.05"", ""beta2_critic_penalty"": ""0.1""}; notes: Appendix G ablation row 'ReBRAC w/o LN'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|layernorm=off|walker2d-expert,2305.09836|ReBRAC|layernorm=off,2305.09836,d4rl,ReBRAC,ReBRAC,layernorm=off,walker2d-expert,112.3,8.3,-104.0,"variant: layernorm=off; conditions: {""layernorm"": ""false"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.01"", ""beta2_critic_penalty"": ""0.5""}; notes: Appendix G ablation row 'ReBRAC w/o LN'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|layernorm=off|walker2d-medium-expert,2305.09836|ReBRAC|layernorm=off,2305.09836,d4rl,ReBRAC,ReBRAC,layernorm=off,walker2d-medium-expert,111.6,52.7,-58.9,"variant: layernorm=off; conditions: {""layernorm"": ""false"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.01"", ""beta2_critic_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o LN'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|layernorm=off|walker2d-medium-replay,2305.09836|ReBRAC|layernorm=off,2305.09836,d4rl,ReBRAC,ReBRAC,layernorm=off,walker2d-medium-replay,77.3,78.9,1.6,"variant: layernorm=off; conditions: {""layernorm"": ""false"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.05"", ""beta2_critic_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o LN'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|layernorm=off|walker2d-full-replay,2305.09836|ReBRAC|layernorm=off,2305.09836,d4rl,ReBRAC,ReBRAC,layernorm=off,walker2d-full-replay,102.2,61.1,-41.1,"variant: layernorm=off; conditions: {""layernorm"": ""false"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.01"", ""beta2_critic_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o LN'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|num_hidden_layers=2 (w/o extra layer)|walker2d-random,2305.09836|ReBRAC|num_hidden_layers=2 (w/o extra layer),2305.09836,d4rl,ReBRAC,ReBRAC,num_hidden_layers=2 (w/o extra layer),walker2d-random,18.4,11.4,-7.0,"variant: num_hidden_layers=2 (w/o extra layer); conditions: {""num_hidden_layers"": ""2"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""beta1_actor_penalty"": ""0.01"", ""beta2_critic_penalty"": ""0.0""}; notes: Appendix G ablation row 'ReBRAC w/o layer'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|num_hidden_layers=2 (w/o extra layer)|walker2d-medium,2305.09836|ReBRAC|num_hidden_layers=2 (w/o extra layer),2305.09836,d4rl,ReBRAC,ReBRAC,num_hidden_layers=2 (w/o extra layer),walker2d-medium,82.5,86.2,3.7,"variant: num_hidden_layers=2 (w/o extra layer); conditions: {""num_hidden_layers"": ""2"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""beta1_actor_penalty"": ""0.05"", ""beta2_critic_penalty"": ""0.1""}; notes: Appendix G ablation row 'ReBRAC w/o layer'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|num_hidden_layers=2 (w/o extra layer)|walker2d-expert,2305.09836|ReBRAC|num_hidden_layers=2 (w/o extra layer),2305.09836,d4rl,ReBRAC,ReBRAC,num_hidden_layers=2 (w/o extra layer),walker2d-expert,112.3,112.1,-0.2,"variant: num_hidden_layers=2 (w/o extra layer); conditions: {""num_hidden_layers"": ""2"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""beta1_actor_penalty"": ""0.01"", ""beta2_critic_penalty"": ""0.5""}; notes: Appendix G ablation row 'ReBRAC w/o layer'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|num_hidden_layers=2 (w/o extra layer)|walker2d-medium-expert,2305.09836|ReBRAC|num_hidden_layers=2 (w/o extra layer),2305.09836,d4rl,ReBRAC,ReBRAC,num_hidden_layers=2 (w/o extra layer),walker2d-medium-expert,111.6,111.9,0.3,"variant: num_hidden_layers=2 (w/o extra layer); conditions: {""num_hidden_layers"": ""2"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""beta1_actor_penalty"": ""0.01"", ""beta2_critic_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o layer'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|num_hidden_layers=2 (w/o extra layer)|walker2d-medium-replay,2305.09836|ReBRAC|num_hidden_layers=2 (w/o extra layer),2305.09836,d4rl,ReBRAC,ReBRAC,num_hidden_layers=2 (w/o extra layer),walker2d-medium-replay,77.3,83.9,6.6,"variant: num_hidden_layers=2 (w/o extra layer); conditions: {""num_hidden_layers"": ""2"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""beta1_actor_penalty"": ""0.05"", ""beta2_critic_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o layer'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|num_hidden_layers=2 (w/o extra layer)|walker2d-full-replay,2305.09836|ReBRAC|num_hidden_layers=2 (w/o extra layer),2305.09836,d4rl,ReBRAC,ReBRAC,num_hidden_layers=2 (w/o extra layer),walker2d-full-replay,102.2,101.8,-0.4,"variant: num_hidden_layers=2 (w/o extra layer); conditions: {""num_hidden_layers"": ""2"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""beta1_actor_penalty"": ""0.01"", ""beta2_critic_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o layer'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|actor_penalty=off (beta1=0)|walker2d-random,2305.09836|ReBRAC|actor_penalty=off (beta1=0),2305.09836,d4rl,ReBRAC,ReBRAC,actor_penalty=off (beta1=0),walker2d-random,18.4,1.1,-17.3,"variant: actor_penalty=off (beta1=0); conditions: {""beta1_actor_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta2_critic_penalty"": ""0.0""}; notes: Appendix G ablation row 'ReBRAC w/o actor penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|actor_penalty=off (beta1=0)|walker2d-medium,2305.09836|ReBRAC|actor_penalty=off (beta1=0),2305.09836,d4rl,ReBRAC,ReBRAC,actor_penalty=off (beta1=0),walker2d-medium,82.5,1.7,-80.8,"variant: actor_penalty=off (beta1=0); conditions: {""beta1_actor_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta2_critic_penalty"": ""0.1""}; notes: Appendix G ablation row 'ReBRAC w/o actor penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|actor_penalty=off (beta1=0)|walker2d-expert,2305.09836|ReBRAC|actor_penalty=off (beta1=0),2305.09836,d4rl,ReBRAC,ReBRAC,actor_penalty=off (beta1=0),walker2d-expert,112.3,0.9,-111.4,"variant: actor_penalty=off (beta1=0); conditions: {""beta1_actor_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta2_critic_penalty"": ""0.5""}; notes: Appendix G ablation row 'ReBRAC w/o actor penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|actor_penalty=off (beta1=0)|walker2d-medium-expert,2305.09836|ReBRAC|actor_penalty=off (beta1=0),2305.09836,d4rl,ReBRAC,ReBRAC,actor_penalty=off (beta1=0),walker2d-medium-expert,111.6,0.8,-110.8,"variant: actor_penalty=off (beta1=0); conditions: {""beta1_actor_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta2_critic_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o actor penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|actor_penalty=off (beta1=0)|walker2d-medium-replay,2305.09836|ReBRAC|actor_penalty=off (beta1=0),2305.09836,d4rl,ReBRAC,ReBRAC,actor_penalty=off (beta1=0),walker2d-medium-replay,77.3,8.9,-68.4,"variant: actor_penalty=off (beta1=0); conditions: {""beta1_actor_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta2_critic_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o actor penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|actor_penalty=off (beta1=0)|walker2d-full-replay,2305.09836|ReBRAC|actor_penalty=off (beta1=0),2305.09836,d4rl,ReBRAC,ReBRAC,actor_penalty=off (beta1=0),walker2d-full-replay,102.2,64.2,-38.0,"variant: actor_penalty=off (beta1=0); conditions: {""beta1_actor_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta2_critic_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o actor penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|critic_penalty=off (beta2=0)|walker2d-random,2305.09836|ReBRAC|critic_penalty=off (beta2=0),2305.09836,d4rl,ReBRAC,ReBRAC,critic_penalty=off (beta2=0),walker2d-random,18.4,19.8,1.4,"variant: critic_penalty=off (beta2=0); conditions: {""beta2_critic_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.01""}; notes: Appendix G ablation row 'ReBRAC w/o critic penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
2305.09836|ReBRAC|critic_penalty=off (beta2=0)|walker2d-medium,2305.09836|ReBRAC|critic_penalty=off (beta2=0),2305.09836,d4rl,ReBRAC,ReBRAC,critic_penalty=off (beta2=0),walker2d-medium,82.5,81.6,-0.9,"variant: critic_penalty=off (beta2=0); conditions: {""beta2_critic_penalty"": ""0 (disabled)"", ""layernorm"": ""true (critic)"", ""batch_size"": ""1024"", ""num_hidden_layers"": ""3"", ""beta1_actor_penalty"": ""0.05""}; notes: Appendix G ablation row 'ReBRAC w/o critic penalty'; averaged over 4 unseen training seeds (not 10); table header gives only dataset suffix, environment from caption. Per-dataset beta values for ablation rows assumed same as Table 11 (paper says 'each modification was disabled while keeping all the others').",Table 35 vs main Table 2
