board,task,dataset,metric,lower_is_better,paper_a,paper_b,score_a,score_b,label_a_better
Image Classification | ImageNet,Image Classification,ImageNet,Top 1 Accuracy,False,2204.12511,2211.05778,87.2,89.6,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2305.15956,2312.12913,99.8,99.5,1
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2407.09359,2211.11317,99.9,98.6,1
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2206.04325,2211.12634,99.3,99.63,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2412.17458,2407.09359,99.8,99.9,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2109.15222,2401.16753,97.2,97.8,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2302.07849,2110.03396,85.8,96.0,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2305.15956,2403.05897,99.8,99.6,1
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2011.02578,2012.12111,86.5,87.5,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2412.17458,2206.04325,99.8,99.3,1
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2407.09359,2110.03396,99.9,96.0,1
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2107.12571,2408.03143,98.26,98.4,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2311.06504,2504.05662,95.81,99.1,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2305.09446,2211.11317,98.2,98.6,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2106.03844,2309.07068,87.2,98.6,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2305.09446,2309.07068,98.2,98.6,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2412.17458,2107.12571,99.8,98.26,1
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2008.12577,2401.16753,94.9,97.8,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2311.09999,2504.05662,99.4,99.1,1
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2006.16067,2110.03396,92.1,96.0,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2303.15140,2407.09359,99.6,99.9,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2302.07849,2012.12111,85.8,87.5,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2505.17551,2012.12111,99.7,87.5,1
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2011.02578,2308.06748,86.5,99.7,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2305.15956,2012.12111,99.8,87.5,1
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2305.09446,2308.06748,98.2,99.7,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2412.07579,2208.01521,99.2,98.2,1
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2305.17382,2312.12913,86.1,99.5,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2012.07122,2407.09359,93.8,99.9,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2012.07122,2403.05897,93.8,99.6,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2305.17382,2408.03143,86.1,98.4,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2208.01521,2401.16753,98.2,97.8,1
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2006.16067,2106.03844,92.1,87.2,1
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2109.15222,2012.07122,97.2,93.8,1
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2408.03143,2012.12111,98.4,87.5,1
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2111.07677,2309.07068,99.4,98.6,1
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2407.09359,2305.15956,99.9,99.8,1
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2305.09446,2106.03844,98.2,87.2,1
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2104.13897,2401.16753,95.0,97.8,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2303.15140,2302.07849,99.6,85.8,1
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2305.17382,2211.12634,86.1,99.63,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2309.07068,2303.16191,98.6,99.8,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2305.15956,2504.05662,99.8,99.1,1
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2012.07122,2312.12913,93.8,99.5,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2012.12111,2403.05897,87.5,99.6,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2407.09359,2303.16191,99.9,99.8,1
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2305.09446,2104.13897,98.2,95.0,1
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2012.12111,2504.05662,87.5,99.1,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2302.07849,2308.06748,85.8,99.7,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2310.18961,2101.10043,91.5,93.4,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2311.06504,2110.03396,95.81,96.0,0
Anomaly Detection | MVTec AD,Anomaly Detection,MVTec AD,Detection AUROC,False,2101.10043,2312.12913,93.4,99.5,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2210.01384,2204.08721,22.1,54.2,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1705.07238,2308.12320,44.5,55.8,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2107.13800,2109.13432,42.6,52.2,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2103.14431,2404.03527,48.88,55.0,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2204.01678,2309.13635,56.0,59.02,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1905.10089,2206.08927,48.3,40.84,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2304.08028,1705.07238,49.62,44.5,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1803.06791,2206.08927,43.9,40.84,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2210.01384,2204.00102,22.1,51.0,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2204.00102,2204.08721,51.0,54.2,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2302.11951,2206.02425,53.5,48.45,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1703.04977,2107.13800,37.3,42.6,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2206.02425,2308.06024,48.45,49.4,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1905.10089,2308.12320,48.3,55.8,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2302.11951,2307.12349,53.5,55.5,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2201.01427,1707.06426,52.5,41.2,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2307.12349,2204.08721,55.5,54.2,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2308.06024,2307.12349,49.4,55.5,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1905.10089,1707.06426,48.3,41.2,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2207.04526,2504.04701,53.34,58.4,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2310.07669,2204.08721,50.7,54.2,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2210.06989,1707.06426,41.51,41.2,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2201.01427,2210.00923,52.5,39.31,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2109.13432,1707.06426,52.2,41.2,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2311.05770,1707.06426,58.08,41.2,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2307.12349,2107.13800,55.5,42.6,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1906.03525,2201.01427,50.4,52.5,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2307.15362,2210.00923,46.43,39.31,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2207.04526,2311.05770,53.34,58.08,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1803.06791,1707.08254,43.9,32.3,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2504.04701,2204.01678,58.4,56.0,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2101.07422,2002.02200,45.0,33.49,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1705.07238,2210.00923,44.5,39.31,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2309.13635,2101.07422,59.02,45.0,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2103.14431,2210.00923,48.88,39.31,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2504.04701,2107.02575,58.4,48.1,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2309.14065,2107.02575,55.3,48.1,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2107.02575,2002.02200,48.1,33.49,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2308.12320,2204.08721,55.8,54.2,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2504.04701,1707.08254,58.4,32.3,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2504.04701,1707.06426,58.4,41.2,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2504.04701,1905.10089,58.4,48.3,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2207.04526,2204.08721,53.34,54.2,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2311.05709,2309.13635,60.8,59.02,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1703.04977,2304.08028,37.3,49.62,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2107.02575,2311.05770,48.1,58.08,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2309.14065,2310.07669,55.3,50.7,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2312.00360,2107.13800,59.3,42.6,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2210.06989,2409.15117,41.51,61.5,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2311.05709,2107.02575,60.8,48.1,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2309.14065,2201.01427,55.3,52.5,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2207.04526,2304.08028,53.34,49.62,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2311.05709,2201.01427,60.8,52.5,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2302.11951,2409.15117,53.5,61.5,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1705.07238,2404.03527,44.5,55.0,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2308.06024,2210.00923,49.4,39.31,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1906.03525,1703.04977,50.4,37.3,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2206.02425,1803.06791,48.45,43.9,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2311.05709,2404.03527,60.8,55.0,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1705.07238,2101.07422,44.5,45.0,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1803.06791,2201.01427,43.9,52.5,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2504.04701,2210.01384,58.4,22.1,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2101.07422,2307.15362,45.0,46.43,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2101.07422,2210.06989,45.0,41.51,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2308.06024,2103.14431,49.4,48.88,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2002.02200,2409.15117,33.49,61.5,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2304.08028,1707.06426,49.62,41.2,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2307.12349,2109.13432,55.5,52.2,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2103.14431,2409.15117,48.88,61.5,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2207.04526,2308.06024,53.34,49.4,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2309.14065,1707.08254,55.3,32.3,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2206.08927,2308.12320,40.84,55.8,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2311.05709,1905.10089,60.8,48.3,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1705.07238,2107.13800,44.5,42.6,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2504.04701,2307.15362,58.4,46.43,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2302.11951,2310.07669,53.5,50.7,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2308.06024,2204.08721,49.4,54.2,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2206.08927,2204.08721,40.84,54.2,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2206.02425,2101.07422,48.45,45.0,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1803.06791,2210.06989,43.9,41.51,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1703.04977,2311.05770,37.3,58.08,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2504.04701,2107.13800,58.4,42.6,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1905.10089,1707.08254,48.3,32.3,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2011.02572,2312.00360,50.7,59.3,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1707.08254,2409.15117,32.3,61.5,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2207.04526,2310.07669,53.34,50.7,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2206.08927,2101.07422,40.84,45.0,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2206.02425,1705.07238,48.45,44.5,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1611.06612,2103.14431,46.5,48.88,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2309.13635,2210.00923,59.02,39.31,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2011.02572,2210.00923,50.7,39.31,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1705.07238,2309.13635,44.5,59.02,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2311.05709,2107.13800,60.8,42.6,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2312.00360,2204.00102,59.3,51.0,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2101.07422,1707.08254,45.0,32.3,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1611.06612,2210.00923,46.5,39.31,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1803.06791,2309.13635,43.9,59.02,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2204.01678,2311.05709,56.0,60.8,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2011.02572,2206.08927,50.7,40.84,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2204.00102,1707.06426,51.0,41.2,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2107.13800,2002.02200,42.6,33.49,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2504.04701,1705.07238,58.4,44.5,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2302.11951,2404.03527,53.5,55.0,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2504.04701,2210.06989,58.4,41.51,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2204.08721,2409.15117,54.2,61.5,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1611.06612,2204.08721,46.5,54.2,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2309.14065,2504.04701,55.3,58.4,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2302.11951,2204.01678,53.5,56.0,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2201.01427,2311.05770,52.5,58.08,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2206.08927,2309.13635,40.84,59.02,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1705.07238,2308.06024,44.5,49.4,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2404.03527,2210.00923,55.0,39.31,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2307.12349,2002.02200,55.5,33.49,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2206.02425,1611.06612,48.45,46.5,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2310.07669,2308.12320,50.7,55.8,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1611.06612,1707.06426,46.5,41.2,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1611.06612,1905.10089,46.5,48.3,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2302.11951,2210.06989,53.5,41.51,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2302.11951,1705.07238,53.5,44.5,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2310.07669,2307.15362,50.7,46.43,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2201.01427,2308.12320,52.5,55.8,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1905.10089,2101.07422,48.3,45.0,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2307.12349,2307.15362,55.5,46.43,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2504.04701,2308.12320,58.4,55.8,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2206.02425,2309.13635,48.45,59.02,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2103.14431,2312.00360,48.88,59.3,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2404.03527,1707.06426,55.0,41.2,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2504.04701,2309.13635,58.4,59.02,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1803.06791,2307.15362,43.9,46.43,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2011.02572,2204.01678,50.7,56.0,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1906.03525,2311.05770,50.4,58.08,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2206.02425,2504.04701,48.45,58.4,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1905.10089,2210.06989,48.3,41.51,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1611.06612,2409.15117,46.5,61.5,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2002.02200,2307.15362,33.49,46.43,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2103.14431,2310.07669,48.88,50.7,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2204.00102,1707.08254,51.0,32.3,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2206.02425,2107.13800,48.45,42.6,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2210.01384,2201.01427,22.1,52.5,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2310.07669,2409.15117,50.7,61.5,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2210.01384,2101.07422,22.1,45.0,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1707.06426,2210.00923,41.2,39.31,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2309.14065,2107.13800,55.3,42.6,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1611.06612,2210.01384,46.5,22.1,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2206.02425,2307.15362,48.45,46.43,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2309.14065,2404.03527,55.3,55.0,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2304.08028,1611.06612,49.62,46.5,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1705.07238,2109.13432,44.5,52.2,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2206.02425,2311.05770,48.45,58.08,0
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,1906.03525,2103.14431,50.4,48.88,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2404.03527,2204.00102,55.0,51.0,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2204.01678,2002.02200,56.0,33.49,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2011.02572,2210.01384,50.7,22.1,1
Semantic Segmentation | NYU Depth v2,Semantic Segmentation,NYU Depth v2,Mean IoU,False,2309.13635,2409.15117,59.02,61.5,0
